"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"SAFT","Safety Insurance Group, Inc.","67.68","$1.02B","2002","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/saft",
"SGA","Saga Communications, Inc.","19.51","$116.92M","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/sga",
"SAGE","Sage Therapeutics, Inc.","69.72","$3.62B","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sage",
"SAIA","Saia, Inc.","141.3","$3.69B","n/a","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/saia",
"SAIL","SailPoint Technologies Holdings, Inc.","46.11","$4.18B","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/sail",
"SLRX","Salarius Pharmaceuticals, Inc.","0.809","$16.03M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/slrx",
"SALM","Salem Media Group, Inc.","0.999","$26.66M","1999","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/salm",
"CRM","Salesforce.com Inc","255.01","$232.06B","2004","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/crm",
"SMM","Salient Midstream & MLP Fund","3.65","$64.69M","2012","n/a","n/a","https://old.nasdaq.com/symbol/smm",
"SAL","Salisbury Bancorp, Inc.","33.78","$96.05M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/sal",
"SBH","Sally Beauty Holdings, Inc.","9.31","$1.05B","n/a","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/sbh",
"SJT","San Juan Basin Royalty Trust","2.79","$130.04M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/sjt",
"SNMP","Sanchez Midstream Partners LP","0.6615","$13.2M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/snmp",
"SBG.U","Sandbridge Acquisition Corporation","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/sbg.u",
"SAFM","Sanderson Farms, Inc.","121.51","$2.7B","1987","Consumer Non-Durables","Meat/Poultry/Fish","https://old.nasdaq.com/symbol/safm",
"SD","SandRidge Energy, Inc.","1.59","$56.95M","2016","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/sd",
"SAND          ","Sandstorm Gold Ltd","8.13","$1.55B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/sand",
"SASR","Sandy Spring Bancorp, Inc.","24.73","$1.17B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/sasr",
"SGMO","Sangamo Therapeutics, Inc.","10.91","$1.54B","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/sgmo",
"SANM","Sanmina Corporation","26.84","$1.82B","1993","Technology","Electrical Products","https://old.nasdaq.com/symbol/sanm",
"SNY","Sanofi","50.14","$125.99B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sny",
"SC","Santander Consumer USA Holdings Inc.","20.7","$6.34B","2014","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/sc",
"SAP","SAP SE","152.51","$182.04B","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/sap",
"SPNS","Sapiens International Corporation N.V.","28.54","$1.43B","1992","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/spns",
"SAF","Saratoga Investment Corp","25.7199","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/saf",
"SAK","Saratoga Investment Corp","25.6693","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/sak",
"SAR","Saratoga Investment Corp","19.94","$222.82M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sar",
"SRPT","Sarepta Therapeutics, Inc.","140.79","$11.05B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/srpt",
"SSL","Sasol Ltd.","6.19","$3.91B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/ssl",
"STSA","Satsuma Pharmaceuticals, Inc.","4.01","$69.81M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/stsa",
"BFS","Saul Centers, Inc.","25.66","$595.31M","1993","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/bfs",
"BFS^D","Saul Centers, Inc.","24.22","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bfs^d",
"BFS^E","Saul Centers, Inc.","24.15","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bfs^e",
"SVRA","Savara, Inc.","1.16","$62.79M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/svra",
"SBFG","SB Financial Group, Inc.","15.44","$118.07M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/sbfg",
"SBAC","SBA Communications Corporation","307.78","$34.45B","1999","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/sbac",
"SCPE","SC Health Corporation","10.08","$229.95M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/scpe",
"SCPE.U","SC Health Corporation","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/scpe.u",
"SCPE.WS","SC Health Corporation","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/scpe.ws",
"SCSC","ScanSource, Inc.","21","$532.59M","n/a","Technology","Retail: Computer Software & Peripheral Equipment","https://old.nasdaq.com/symbol/scsc",
"SLB","Schlumberger N.V.","15.01","$20.84B","n/a","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/slb",
"SMIT","Schmitt Industries, Inc.","5.01","$18.8M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/smit",
"SNDR","Schneider National, Inc.","23.42","$4.15B","2017","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/sndr",
"SCHN","Schnitzer Steel Industries, Inc.","21.53","$583.45M","1993","Consumer Durables","Industrial Specialties","https://old.nasdaq.com/symbol/schn",
"SRRK","Scholar Rock Holding Corporation","14.54","$434.38M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/srrk",
"SCHL","Scholastic Corporation","21.32","$729.21M","1992","Consumer Services","Books","https://old.nasdaq.com/symbol/schl",
"SDGR","Schrodinger, Inc.","57.21","$3.95B","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sdgr",
"SAMA","Schultze Special Purpose Acquisition Corp.","10.19","$165.23M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/sama",
"SAMAU","Schultze Special Purpose Acquisition Corp.","11.45","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/samau",
"SAMAW","Schultze Special Purpose Acquisition Corp.","0.54","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/samaw",
"SWM","Schweitzer-Mauduit International, Inc.","33.27","$1.04B","n/a","Basic Industries","Paper","https://old.nasdaq.com/symbol/swm",
"SAIC","SCIENCE APPLICATIONS INTERNATIONAL CORPORATION","79.59","$4.63B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/saic",
"SJ","Scienjoy Holding Corporation","5.7601","$155.74M","2019","Technology","EDP Services","https://old.nasdaq.com/symbol/sj",
"SGMS","Scientific Games Corp","34.06","$3.24B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/sgms",
"SCPL","SciPlay Corporation","14.27","$325.17M","2019","Technology","EDP Services","https://old.nasdaq.com/symbol/scpl",
"SALT","Scorpio Bulkers Inc.","13.65","$169.08M","2013","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/salt",
"SBBA","Scorpio Tankers Inc.","23.55","n/a","2020","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/sbba",
"STNG","Scorpio Tankers Inc.","10.79","$634.54M","2010","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/stng",
"SMG","Scotts Miracle-Gro Company (The)","163.79","$9.13B","1992","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/smg",
"SCPH","scPharmaceuticals Inc.","8.88","$242.6M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/scph",
"KTF","Scudder Municiple Income Trust","10.94","$432.14M","1988","n/a","n/a","https://old.nasdaq.com/symbol/ktf",
"KSM","Scudder Strategic Municiple Income Trust","10.63","$119.1M","1989","n/a","n/a","https://old.nasdaq.com/symbol/ksm",
"SRL","Scully Royalty Ltd.","4.56","$57.25M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/srl",
"SCU","Sculptor Capital Management, Inc.","11.24","$620.85M","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/scu",
"SCVX","SCVX Corp.","10.03","$288.36M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/scvx",
"SCVX.U","SCVX Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/scvx.u",
"SCVX.WS","SCVX Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/scvx.ws",
"WORX","SCWorx Corp.","1.45","$13.76M","2016","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/worx",
"SCYX","SCYNEXIS, Inc.","5","$53.01M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/scyx",
"SE","Sea Limited","162.84","$79.42B","2017","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/se",
"SEB","Seaboard Corporation","3314.21","$3.85B","1996","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/seb",
"SA","Seabridge Gold, Inc.","18.92","$1.26B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/sa",
"SEAC","SeaChange International, Inc.","0.8128","$30.53M","1996","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/seac",
"SBCF","Seacoast Banking Corporation of Florida","19.52","$1.08B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/sbcf",
"CKH","SEACOR Holdings, Inc.","31.32","$637.04M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/ckh",
"SMHI","SEACOR Marine Holdings Inc.","2.03","$46.74M","2017","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/smhi",
"STX","Seagate Technology PLC","52.15","$13.38B","2002","Technology","Electronic Components","https://old.nasdaq.com/symbol/stx",
"SGEN","Seagen Inc. ","198.22","$34.49B","2001","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/sgen",
"SEE","Sealed Air Corporation","41.38","$6.44B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/see",
"SHIP","Seanergy Maritime Holdings Corp","0.455","$30.17M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/ship",
"SHIPW","Seanergy Maritime Holdings Corp","0.024","n/a","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/shipw",
"SHIPZ","Seanergy Maritime Holdings Corp","0.0294","n/a","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/shipz",
"SPNE","SeaSpine Holdings Corporation","14.97","$413.13M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/spne",
"SEAS","SeaWorld Entertainment, Inc.","22.3","$1.75B","2013","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/seas",
"EYES","Second Sight Medical Products, Inc.","0.8699","$20.11M","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/eyes",
"EYESW","Second Sight Medical Products, Inc.","0.072","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/eyesw",
"SECO","Secoo Holding Limited","2.76","$195M","2017","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/seco",
"SCWX","SecureWorks Corp.","11.58","$951.75M","2016","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/scwx",
"SNFCA","Security National Financial Corporation","7.2","$137.59M","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/snfca",
"SEEL","Seelos Therapeutics, Inc.","0.8273","$44.07M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/seel",
"SEIC","SEI Investments Company","56.29","$8.25B","1981","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/seic",
"SLCT","Select Bancorp, Inc.","7.54","$134.11M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/slct",
"WTTR","Select Energy Services, Inc.","3.44","$354.68M","2017","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/wttr",
"SIC","Select Interior Concepts, Inc.","7.21","$182.9M","n/a","Basic Industries","Homebuilding","https://old.nasdaq.com/symbol/sic",
"SEM","Select Medical Holdings Corporation","22.39","$3B","2009","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/sem",
"SELB","Selecta Biosciences, Inc.","2.28","$244.29M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/selb",
"SIGI","Selective Insurance Group, Inc.","50.92","$3.05B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/sigi",
"SLQT","SelectQuote, Inc.","18.89","$3.07B","2020","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/slqt",
"SLS","SELLAS Life Sciences Group, Inc. ","2.58","$24.41M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sls",
"LEDS","SemiLEDS Corporation","3.07","$12.3M","2010","Technology","Semiconductors","https://old.nasdaq.com/symbol/leds",
"SRE","Sempra Energy","127.97","$37.02B","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/sre",
"SRE^A","Sempra Energy","104.4","n/a","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/sre^a",
"SRE^B","Sempra Energy","104.44","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sre^b",
"SREA","Sempra Energy","27.28","n/a","2019","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/srea",
"SMTC","Semtech Corporation","56.3","$3.67B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/smtc",
"SNCA","Seneca Biopharma, Inc.","0.658","$11.38M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/snca",
"SENEA","Seneca Foods Corp.","42.11","$383.31M","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/senea",
"SENEB","Seneca Foods Corp.","42","$382.3M","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/seneb",
"SNES","SenesTech, Inc.","1.73","$5.88M","2016","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/snes",
"AIHS","Senmiao Technology Limited","1.41","$61.14M","2018","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/aihs",
"ST","Sensata Technologies Holding plc","46.85","$7.37B","2010","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/st",
"SENS","Senseonics Holdings, Inc.","0.3722","$92.2M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/sens",
"SXT","Sensient Technologies Corporation","68.14","$2.89B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/sxt",
"SRTS","Sensus Healthcare, Inc.","2.85","$47.03M","2016","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/srts",
"SQNS","Sequans Communications S.A.","4.97","$150.65M","2011","Technology","Semiconductors","https://old.nasdaq.com/symbol/sqns",
"SQBG","Sequential Brands Group, Inc.","5.17","$8.53M","n/a","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/sqbg",
"MCRB","Seres Therapeutics, Inc.","32.6","$2.91B","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mcrb",
"SRG","Seritage Growth Properties","13.22","$738.99M","2015","Finance","Real Estate","https://old.nasdaq.com/symbol/srg",
"SRG^A","Seritage Growth Properties","17.87","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/srg^a",
"SCI","Service Corporation International","43.42","$7.65B","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/sci",
"SVC","Service Properties Trust","7.79","$1.28B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/svc",
"NOW","ServiceNow, Inc.","521.95","$100.11B","2012","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/now",
"SREV","ServiceSource International, Inc.","1.42","$135.78M","2011","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/srev",
"SFBS","ServisFirst Bancshares, Inc.","36.98","$1.99B","2014","Finance","Major Banks","https://old.nasdaq.com/symbol/sfbs",
"SVT","Servotronics, Inc.","8.145","$20.18M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/svt",
"SESN","Sesen Bio, Inc.","1.12","$131.23M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sesn",
"SVBI","Severn Bancorp Inc","6.4","$82M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/svbi",
"SFL","SFL Corporation Ltd","7.43","$887.13M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/sfl",
"SGBX","SG Blocks, Inc.","2.57","$22.09M","2017","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/sgbx",
"SGOC","SGOCO Group, Ltd","1.2299","$123.73M","2010","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/sgoc",
"SHAK","Shake Shack, Inc.","70.38","$2.91B","2015","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/shak",
"SMED","Sharps Compliance Corp.","6.41","$105.27M","n/a","Basic Industries","Environmental Services","https://old.nasdaq.com/symbol/smed",
"SHSP","SharpSpring, Inc.","10.66","$123.15M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/shsp",
"STTK","Shattuck Labs, Inc.","20.34","$812.82M","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sttk",
